Title,Book_category,Star_rating,Price,Stock,Quantity,Source_File,Sharp Objects,Mystery,Four,47.82,In stock,20,Soumission,Fiction,One,50.1,Issue_Date,Return_Date,Random_Book_Sum
,,,,,,cheap_books.csv,My Name Is Lucy Barton,Fiction,One,41.56,In stock,14.0,,,,,2025-05-09,2025-05-23,92.0
,,,,,,cheap_books.csv,My Mrs. Brown,Fiction,Three,24.48,In stock,14.0,,,,,2025-07-25,2025-07-31,89.0
,,,,,,cheap_books.csv,My Kind of Crazy,Young Adult,One,40.36,In stock,14.0,,,,,2024-11-29,2024-12-29,54.0
,,,,,,cheap_books.csv,Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,One,28.9,In stock,14.0,,,,,2025-08-14,2025-08-14,35.0
,,,,,,cheap_books.csv,More Than Music (Chasing the Dream #1),Add a comment,Two,37.61,In stock,14.0,,,,,2025-07-25,2025-08-07,95.0
,,,,,,cheap_books.csv,Made to Stick: Why Some Ideas Survive and Others Die,Business,Five,38.85,In stock,14.0,,,,,2024-12-10,2024-12-26,36.0
,,,,,,cheap_books.csv,Luckiest Girl Alive,Default,Three,49.83,In stock,14.0,,,,,2024-12-09,2025-01-01,100.0
,,,,,,cheap_books.csv,Love Is a Mix Tape (Music #1),Music,One,18.03,In stock,14.0,,,,,2024-12-24,2024-12-27,42.0
,,,,,,cheap_books.csv,Looking for Lovely: Collecting the Moments that Matter,Nonfiction,Five,29.14,In stock,14.0,,,,,2024-12-23,2025-01-12,75.0
,,,,,,cheap_books.csv,Let It Out: A Journey Through Journaling,Nonfiction,Five,26.79,In stock,14.0,,,,,2025-08-21,2025-09-01,14.0
,,,,,,cheap_books.csv,,Default,Five,16.28,In stock,14.0,,,,,2024-11-22,2024-12-20,86.0
,,,,,,cheap_books.csv,Island of Dragons (Unwanteds #7),Fantasy,One,29.65,In stock,14.0,,,,,2025-03-17,2025-03-27,15.0
,,,,,,cheap_books.csv,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,Four,25.98,In stock,14.0,,,,,2025-07-19,2025-07-20,74.0
,,,,,,cheap_books.csv,I Am Pilgrim (Pilgrim #1),Fiction,Four,10.6,In stock,14.0,,,,,2025-01-02,2025-01-31,100.0
,,,,,,cheap_books.csv,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,Five,14.75,In stock,14.0,,,,,2025-05-02,2025-05-16,47.0
,,,,,,cheap_books.csv,Hold Your Breath (Search and Rescue #1),Romance,One,28.82,In stock,14.0,,,,,2025-06-22,2025-07-22,81.0
,,,,,,cheap_books.csv,Greek Mythic History,Default,Five,10.23,In stock,14.0,,,,,2025-04-23,2025-05-20,88.0
,,,,,,cheap_books.csv,God: The Most Unpleasant Character in All Fiction,Religion,Five,30.03,In stock,14.0,,,,,2025-01-17,2025-02-03,55.0
,,,,,,cheap_books.csv,Glory over Everything: Beyond The Kitchen House,Historical Fiction,Three,45.84,In stock,14.0,,,,,2025-07-29,2025-08-06,40.0
,,,,,,cheap_books.csv,Feathers: Displays of Brilliant Plumage,Art,Three,49.05,In stock,14.0,,,,,2025-05-05,2025-05-21,56.0
,,,,,,cheap_books.csv,Every Last Word,Default,Three,46.47,In stock,14.0,,,,,2025-09-22,2025-09-28,17.0
,,,,,,cheap_books.csv,Eligible (The Austen Project #4),Fiction,Three,27.09,In stock,14.0,,,,,2024-11-18,2024-11-23,74.0
,,,,,,cheap_books.csv,Eight Hundred Grapes,Fiction,Four,14.39,In stock,14.0,,,,,2024-12-14,2024-12-26,17.0
,,,,,,cheap_books.csv,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",Nonfiction,Five,51.75,In stock,14.0,,,,,2025-01-15,2025-01-20,87.0
,,,,,,cheap_books.csv,Doctor Sleep (The Shining #2),Horror,Two,40.12,In stock,14.0,,,,,2024-11-22,2024-11-28,74.0
,,,,,,cheap_books.csv,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),Fantasy,Five,37.51,In stock,14.0,,,,,2025-05-06,2025-05-16,94.0
,,,,,,cheap_books.csv,Dear Mr. Knightley,Fiction,Five,11.21,In stock,14.0,,,,,2025-01-28,2025-02-23,44.0
,,,,,,cheap_books.csv,Daily Fantasy Sports,Default,One,36.58,In stock,14.0,,,,,2025-08-23,2025-09-05,83.0
,,,,,,cheap_books.csv,Crazy Love: Overwhelmed by a Relentless God,Christian,Two,47.72,In stock,14.0,,,,,2025-07-27,2025-07-27,26.0
,,,,,,cheap_books.csv,Cometh the Hour (The Clifton Chronicles #6),Fiction,Three,25.01,In stock,14.0,,,,,2025-01-29,2025-02-08,26.0
,,,,,,cheap_books.csv,Code Name Verity (Code Name Verity #1),Add a comment,Four,22.13,In stock,14.0,,,,,2024-12-17,2024-12-24,50.0
,,,,,,cheap_books.csv,Clockwork Angel (The Infernal Devices #1),Default,One,44.14,In stock,14.0,,,,,2025-03-07,2025-03-22,54.0
,,,,,,cheap_books.csv,City of Fallen Angels (The Mortal Instruments #4),Default,Four,11.23,In stock,14.0,,,,,2024-11-20,2024-12-16,76.0
,,,,,,cheap_books.csv,City of Bones (The Mortal Instruments #1),Default,One,43.28,In stock,14.0,,,,,2025-08-07,2025-08-31,49.0
,,,,,,cheap_books.csv,City of Ashes (The Mortal Instruments #2),Default,One,47.27,In stock,14.0,,,,,2025-06-22,2025-06-24,6.0
,,,,,,cheap_books.csv,Cell,Add a comment,Four,20.29,In stock,14.0,,,,,2025-02-20,2025-03-03,56.0
,,,,,,cheap_books.csv,Carrie,Default,Two,46.23,In stock,14.0,,,,,2025-09-07,2025-09-29,64.0
,,,,,,cheap_books.csv,Buying In: The Secret Dialogue Between What We Buy and Who We Are,Nonfiction,Four,,In stock,14.0,,,,,2025-02-28,2025-03-20,81.0
,,,,,,cheap_books.csv,Brain on Fire: My Month of Madness,,Five,49.32,In stock,14.0,,,,,2025-07-23,2025-08-08,52.0
,,,,,,cheap_books.csv,Batman: Europa,Sequential Art,Two,32.01,In stock,14.0,,,,,2025-03-29,2025-04-25,7.0
,,,,,,cheap_books.csv,Barefoot Contessa Back to Basics,Food and Drink,One,28.01,In stock,14.0,,,,,2025-06-05,2025-06-10,16.0
,,,,,,,Balloon Animals,Fiction,Three,17.03,,14.0,,,,,2025-04-16,2025-04-27,63.0
,,,,,,cheap_books.csv,Art Ops Vol. 1,Sequential Art,Three,48.8,In stock,14.0,,,,,2025-03-02,2025-03-19,29.0
,,,,,,cheap_books.csv,Angels Walking (Angels Walking #1),Add a comment,Two,34.2,In stock,14.0,,,,,2024-10-15,2024-10-21,69.0
,,,,,,cheap_books.csv,All the Light We Cannot See,Historical,Five,29.87,In stock,14.0,,,,,2025-02-04,2025-02-08,78.0
,,,,,,cheap_books.csv,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",Sequential Art,Two,10.9,In stock,14.0,,,,,2025-09-08,2025-10-06,47.0
,,,,,,cheap_books.csv,A Time of Torment (Charlie Parker #14),Mystery,Five,48.35,In stock,14.0,,,,,2025-07-20,2025-07-28,34.0
,,,,,,cheap_books.csv,A Study in Scarlet (Sherlock Holmes #1),Mystery,Two,16.73,In stock,14.0,,,,,2025-02-28,2025-03-04,4.0
,,,,,,cheap_books.csv,,Add a comment,Two,40.79,In stock,14.0,,,,,2025-05-22,2025-05-23,45.0
,,,,,,cheap_books.csv,,Fiction,One,39.72,,14.0,,,,,2025-08-10,2025-08-14,37.0
,,,,,,cheap_books.csv,A Distant Mirror: The Calamitous 14th Century,History,Three,14.58,In stock,14.0,,,,,2025-07-29,2025-08-21,13.0
,,,,,,cheap_books.csv,1491: New Revelations of the Americas Before Columbus,History,Three,21.8,In stock,14.0,,,,,2024-12-31,2025-01-28,94.0
,,,,,,cheap_books.csv,Searching for Meaning in Gailana,Fantasy,One,38.73,In stock,13.0,,,,,2025-05-27,2025-06-17,83.0
,,,,,,cheap_books.csv,Rook,Add a comment,Four,37.86,In stock,13.0,,,,,2025-08-06,2025-08-13,29.0
,,,,,,cheap_books.csv,My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,Two,11.53,In stock,13.0,,,,,2025-09-13,2025-09-20,51.0
,,,,,,cheap_books.csv,13 Hours: The Inside Account of What Really Happened In Benghazi,Nonfiction,One,27.06,In stock,13.0,,,,,2024-12-05,2024-12-11,14.0
,,,,,,cheap_books.csv,Will You Won't You Want Me?,Womens Fiction,Three,13.86,,12.0,,,,,2025-04-18,2025-04-30,92.0
,,,,,,cheap_books.csv,Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,One,37.55,In stock,12.0,,,,,2025-05-31,2025-06-26,67.0
,,,,,,cheap_books.csv,The Star-Touched Queen,Fantasy,Five,32.3,In stock,12.0,,,,,2025-05-28,2025-06-11,
,,,,,,cheap_books.csv,The Silent Sister (Riley MacPherson #1),Fiction,Five,46.29,In stock,12.0,,,,,2025-02-20,2025-03-09,78.0
,,,,,,cheap_books.csv,The Midnight Watch: A Novel of the Titanic and the Californian,Add a comment,One,26.2,In stock,12.0,,,,,2024-10-28,2024-11-13,73.0
,,,,,,cheap_books.csv,The Lonely City: Adventures in the Art of Being Alone,Nonfiction,Two,33.26,In stock,12.0,,,,,2025-03-18,2025-04-16,38.0
,,,,,,cheap_books.csv,The Golden Condom: And Other Essays on Love Lost and Found,Psychology,,39.43,In stock,12.0,,,,,2024-11-26,2024-12-06,18.0
,,,,,,cheap_books.csv,The Epidemic (The Program 0.6),Young Adult,Five,14.44,In stock,12.0,,,,,2024-10-30,2024-11-05,54.0
,,,,,,cheap_books.csv,The Children,Add a comment,Three,11.88,In stock,12.0,,,,,2025-09-25,2025-10-21,47.0
,,,,,,cheap_books.csv,Stars Above (The Lunar Chronicles #4.5),Young Adult,Two,48.05,In stock,12.0,,,,,2025-06-14,2025-06-19,89.0
,,,,,,cheap_books.csv,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Nonfiction,Three,21.21,In stock,12.0,,,,,2024-10-19,2024-10-31,70.0
,,,,,,cheap_books.csv,Raspberry Pi Electronics Projects for the Evil Genius,Default,Four,49.67,In stock,12.0,,,,,2025-01-15,2025-01-31,55.0
,,,,,,cheap_books.csv,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,One,43.14,In stock,12.0,,,,,2025-05-06,2025-05-21,24.0
,,,,,,cheap_books.csv,Psycho: Sanitarium (Psycho #1.5),Horror,Five,36.97,In stock,12.0,,,,,2025-04-22,2025-05-10,100.0
,,,,,,cheap_books.csv,Poisonous (Max Revere Novels #3),Mystery,Three,26.8,In stock,12.0,,,,,2025-05-04,2025-05-15,53.0
,,,,,,cheap_books.csv,One with You (Crossfire #5),Add a comment,Four,15.71,In stock,12.0,,,,,2025-05-31,2025-06-16,71.0
,,,,,,cheap_books.csv,Most Wanted,Mystery,Three,35.28,In stock,12.0,,,,,2025-09-30,2025-10-05,59.0
,,,,,,cheap_books.csv,Hide Away (Eve Duncan #20),Mystery,,11.84,In stock,12.0,,,,,2025-09-29,2025-10-04,92.0
,,,,,,cheap_books.csv,Furiously Happy: A Funny Book About Horrible Things,Nonfiction,,41.46,In stock,12.0,,,,,2025-07-30,2025-08-29,52.0
,,,,,,cheap_books.csv,Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,Five,20.1,In stock,12.0,,,,,2025-04-22,2025-05-05,42.0
,,,,,,cheap_books.csv,Dirty (Dive Bar #1),,Four,40.83,In stock,12.0,,,,,2025-06-30,2025-07-20,79.0
,,,,,,cheap_books.csv,Can You Keep a Secret? (Fear Street Relaunch #4),Horror,One,48.64,In stock,12.0,,,,,2025-08-01,2025-08-08,20.0
,,,,,,cheap_books.csv,A Paris Apartment,Historical Fiction,Four,39.01,In stock,12.0,,,,,2025-04-30,,7.0
,,,,,,cheap_books.csv,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,One,38.77,In stock,12.0,,,,,2025-01-17,2025-02-12,93.0
,,,,,,cheap_books.csv,Troublemaker: Surviving Hollywood and Scientology,Default,Two,48.39,In stock,11.0,,,,,2025-06-20,2025-07-08,
,,,,,,cheap_books.csv,The Widow,Mystery,Two,27.26,In stock,11.0,,,,,2025-07-15,2025-08-01,53.0
,,,,,,cheap_books.csv,The Art of Startup Fundraising,Business,Three,21.0,In stock,11.0,,,,,2024-12-18,2025-01-11,28.0
,,,,,,cheap_books.csv,Sleeping Giants (Themis Files #1),Science Fiction,One,48.74,In stock,11.0,,,,,2025-05-11,2025-05-24,98.0
,,,,,,cheap_books.csv,Playing with Fire,Mystery,Three,13.71,In stock,11.0,,,,,2025-06-23,2025-07-22,32.0
,,,,,,cheap_books.csv,Off the Hook (Fishing for Trouble #1),Romance,Three,47.67,In stock,11.0,,,,,2024-11-11,2024-11-23,94.0
,,,,,,cheap_books.csv,Mothering Sunday,Fiction,Two,13.34,In stock,11.0,,,,,2025-10-12,2025-11-05,65.0
,,,,,,cheap_books.csv,M Train,Autobiography,One,27.18,In stock,11.0,,,,,2025-04-21,2025-05-19,75.0
,,,,,,cheap_books.csv,Lilac Girls,Historical Fiction,Two,17.28,In stock,11.0,,,,,2025-01-11,2025-02-06,9.0
,,,,,,cheap_books.csv,Lies and Other Acts of Love,Fiction,One,45.14,In stock,11.0,,,,,2025-04-16,2025-05-02,51.0
,,,,,,cheap_books.csv,,Autobiography,One,40.85,In stock,11.0,,,,,2025-04-21,2025-04-25,79.0
,,,,,,cheap_books.csv,Keep Me Posted,Womens Fiction,Four,20.46,In stock,11.0,,,,,2025-09-04,2025-09-08,51.0
,,,,,,cheap_books.csv,Grey (Fifty Shades #4),Womens Fiction,Four,48.49,In stock,11.0,,,,,2025-02-16,2025-02-24,11.0
,,,,,,cheap_books.csv,Daredevils,Fiction,Three,16.34,In stock,11.0,,,,,2025-10-11,2025-10-22,100.0
,,,,,,cheap_books.csv,Cravings: Recipes for What You Want to Eat,Food and Drink,Three,20.5,In stock,11.0,,,,,2025-07-02,2025-07-20,23.0
,,,,,,cheap_books.csv,Born for This: How to Find the Work You Were Meant to Do,Business,Five,21.59,In stock,11.0,,,,,2025-07-04,2025-07-26,88.0
,,,,,,cheap_books.csv,Arena,Science Fiction,Four,21.36,In stock,11.0,,,,,2024-12-08,2024-12-30,76.0
,,,,,,cheap_books.csv,Adultery,Default,Five,20.88,In stock,11.0,,,,,2025-09-15,2025-09-30,50.0
,,,,,,cheap_books.csv,A Mother's Reckoning: Living in the Aftermath of Tragedy,Nonfiction,Three,19.53,In stock,11.0,,,,,2025-05-10,2025-06-03,79.0
,,,,,,cheap_books.csv,A Gentleman's Position (Society of Gentlemen #3),Romance,Five,14.75,In stock,11.0,,,,,2025-03-14,2025-03-28,43.0
,,,,,,cheap_books.csv,11/22/63,Fiction,Three,48.48,,11.0,,,,,2025-03-28,2025-03-30,96.0
,,,,,,cheap_books.csv,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,Five,49.71,In stock,10.0,,,,,2025-06-12,2025-07-06,1.0
,,,,,,cheap_books.csv,Without Shame,Add a comment,Five,48.27,In stock,9.0,,,,,2025-09-20,2025-10-03,41.0
,,,,,,cheap_books.csv,Underlying Notes,Default,Two,11.82,,9.0,,,,,2024-10-31,2024-10-31,54.0
,,,,,,cheap_books.csv,The Shack,Fiction,One,28.03,In stock,9.0,,,,,2024-11-19,2024-12-19,44.0
,,,,,,cheap_books.csv,The New Brand You: Your New Image Makes the Sale for You,Default,Five,44.05,In stock,9.0,,,,,2025-10-08,2025-10-08,91.0
,,,,,,cheap_books.csv,The Flowers Lied,Default,Two,16.68,In stock,9.0,,,,,2025-08-20,2025-09-14,58.0
,,,,,,cheap_books.csv,The Book of Mormon,Religion,Three,24.57,In stock,9.0,,,,,2025-01-17,2025-02-14,88.0
,,,,,,cheap_books.csv,Nap-a-Roo,Childrens,One,25.08,In stock,9.0,,,,,2024-12-02,2024-12-14,62.0
,,,,,,cheap_books.csv,Modern Day Fables,Default,Two,47.44,In stock,9.0,,,,,2025-04-03,2025-04-16,33.0
,,,,,,cheap_books.csv,If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,One,20.91,In stock,9.0,,,,,2025-01-15,2025-01-31,27.0
,,,,,,cheap_books.csv,Dress Your Family in Corduroy and Denim,Humor,Three,43.68,In stock,9.0,,,,,2025-03-22,2025-03-30,19.0
,,,,,,cheap_books.csv,Don't Forget Steven,Young Adult,One,33.23,In stock,9.0,,,,,2025-08-01,2025-08-15,82.0
,,,,,,cheap_books.csv,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Nonfiction,Two,35.92,In stock,9.0,,,,,2024-12-09,2024-12-20,37.0
,,,,,,cheap_books.csv,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,Four,48.63,In stock,9.0,,,,,2025-07-08,2025-07-30,51.0
,,,,,,cheap_books.csv,23 Degrees South: A Tropical Tale of Changing Whether...,Add a comment,Two,35.79,In stock,9.0,,,,,2025-07-01,2025-07-30,48.0
,,,,,,cheap_books.csv,Why Not Me?,Nonfiction,One,17.76,In stock,8.0,,,,,2025-03-26,2025-04-05,86.0
,,,,,,cheap_books.csv,When Breath Becomes Air,Nonfiction,Two,39.36,In stock,8.0,,,,,2024-12-17,2024-12-17,96.0
,,,,,,cheap_books.csv,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Travel,,36.94,In stock,8.0,,,,,2025-05-04,2025-05-14,64.0
,,,,,,,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Default,Five,43.62,In stock,8.0,,,,,2025-09-23,,82.0
,,,,,,cheap_books.csv,The New Drawing on the Right Side of the Brain,Art,Three,43.02,In stock,8.0,,,,,2025-07-17,2025-08-04,55.0
,,,,,,cheap_books.csv,The Martian (The Martian #1),Default,Two,41.39,In stock,8.0,,,,,2024-10-30,2024-11-16,83.0
,,,,,,cheap_books.csv,The Grownup,Short Stories,One,35.88,In stock,8.0,,,,,2025-05-04,2025-05-19,32.0
,,,,,,cheap_books.csv,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,One,36.91,In stock,8.0,,,,,2025-02-13,2025-03-02,20.0
,,,,,,cheap_books.csv,South of Sunshine,Young Adult,One,28.93,In stock,8.0,,,,,2025-03-07,2025-04-06,90.0
,,,,,,cheap_books.csv,Smarter Faster Better: The Secrets of Being Productive in Life and Business,Nonfiction,Five,38.89,In stock,8.0,,,,,2025-09-10,2025-09-30,35.0
,,,,,,cheap_books.csv,Shadows of the Past (Logan Point #1),Christian Fiction,Five,39.67,In stock,8.0,,,,,2025-09-03,2025-09-26,89.0
,,,,,,cheap_books.csv,Roller Girl,Sequential Art,Five,14.1,In stock,8.0,,,,,2025-08-07,2025-08-31,41.0
,,,,,,cheap_books.csv,Rising Strong,Nonfiction,Three,21.82,In stock,8.0,,,,,2025-06-14,2025-06-15,87.0
,,,,,,cheap_books.csv,Please Kill Me: The Uncensored Oral History of Punk,Music,Four,31.19,In stock,8.0,,,,,2024-10-25,2024-10-25,17.0
,,,,,,cheap_books.csv,My Life Next Door (My Life Next Door ),Young Adult,Five,36.39,In stock,8.0,,,,,2025-01-15,2025-02-11,33.0
,,,,,,cheap_books.csv,Man's Search for Meaning,Nonfiction,Three,29.48,In stock,8.0,,,,,2025-03-13,2025-03-15,91.0
,,,,,,cheap_books.csv,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Nonfiction,Three,12.55,In stock,8.0,,,,,2025-01-15,2025-01-24,74.0
,,,,,,cheap_books.csv,Les Fleurs du Mal,Poetry,Five,29.04,In stock,8.0,,,,,2025-02-17,2025-03-14,
,,,,,,cheap_books.csv,Left Behind (Left Behind #1),Default,Two,40.72,In stock,8.0,,,,,2025-04-20,2025-04-29,83.0
,,,,,,cheap_books.csv,Kill 'Em and Leave: Searching for James Brown and the American Soul,Music,Five,45.05,In stock,8.0,,,,,2025-02-28,2025-03-17,54.0
,,,,,,cheap_books.csv,Kierkegaard: A Christian Missionary to Christians,Philosophy,One,47.13,In stock,8.0,,,,,2025-09-16,2025-10-11,62.0
,,,,,,cheap_books.csv,John Vassos: Industrial Design for Modern Life,Default,Four,20.22,In stock,8.0,,,,,2025-04-25,2025-05-01,73.0
,,,,,,cheap_books.csv,I Will Find You,Nonfiction,One,44.21,In stock,8.0,,,,,2025-10-08,2025-11-03,9.0
,,,,,,cheap_books.csv,Hystopia: A Novel,Fiction,Four,21.96,In stock,8.0,,,,,2025-08-26,2025-09-12,78.0
,,,,,,cheap_books.csv,Howl and Other Poems,Poetry,Two,40.45,In stock,8.0,,,,,2024-12-17,,34.0
,,,,,,cheap_books.csv,History of Beauty,Art,Four,10.29,In stock,8.0,,,,,2024-10-26,2024-11-01,74.0
,,,,,,cheap_books.csv,Ender's Game (The Ender Quintet #1),Default,One,43.64,In stock,8.0,,,,,2025-05-01,2025-05-15,91.0
,,,,,,cheap_books.csv,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,One,28.41,In stock,8.0,,,,,2025-02-17,2025-03-09,51.0
,,,,,,cheap_books.csv,Death by Leisure: A Cautionary Tale,Default,Four,37.51,In stock,8.0,,,,,2025-08-24,2025-09-09,
,,,,,,cheap_books.csv,Brilliant Beacons: A History of the American Lighthouse,History,Three,11.45,In stock,,,,,,2025-08-18,2025-09-08,50.0
,,,,,,cheap_books.csv,Brazen: The Courage to Find the You That's Been Hiding,Nonfiction,Two,19.22,In stock,8.0,,,,,2025-07-16,2025-07-31,45.0
,,,,,,cheap_books.csv,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",History,Five,44.48,In stock,8.0,,,,,2024-11-23,2024-12-11,5.0
,,,,,,,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,Three,12.08,In stock,7.0,,,,,2025-03-04,2025-03-20,57.0
,,,,,,,Wildlife of New York: A Five-Borough Coloring Book,Default,Two,,In stock,7.0,,,,,2025-02-01,2025-02-23,85.0
,,,,,,cheap_books.csv,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,Five,25.37,In stock,7.0,,,,,2025-04-09,2025-04-29,51.0
,,,,,,cheap_books.csv,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,,46.33,In stock,7.0,,,,,2025-03-07,2025-03-07,90.0
,,,,,,cheap_books.csv,Under the Tuscan Sun,Travel,Three,37.33,In stock,7.0,,,,,2025-01-11,2025-02-01,90.0
,,,,,,cheap_books.csv,Toddlers Are A**holes: It's Not Your Fault,Humor,One,25.55,In stock,7.0,,,,,2025-02-13,2025-03-11,34.0
,,,,,,cheap_books.csv,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Default,One,34.72,In stock,,,,,,2024-10-20,2024-11-02,100.0
,,,,,,cheap_books.csv,The Whale,Childrens,Four,35.96,In stock,7.0,,,,,2024-11-27,2024-12-26,80.0
,,,,,,cheap_books.csv,The Story of Art,Art,Four,41.14,In stock,7.0,,,,,2024-11-23,2024-12-10,15.0
,,,,,,cheap_books.csv,The Origin of Species,Science,Four,10.01,In stock,7.0,,,,,2025-05-14,2025-06-07,40.0
,,,,,,cheap_books.csv,The Great Gatsby,Default,Four,36.05,In stock,7.0,,,,,,2025-09-16,40.0
,,,,,,cheap_books.csv,The Good Girl,Default,Three,49.03,In stock,7.0,,,,,2025-02-02,2025-02-06,94.0
,,,,,,cheap_books.csv,The Glass Castle,Add a comment,One,16.24,In stock,7.0,,,,,2025-07-13,,92.0
,,,,,,cheap_books.csv,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,One,39.55,In stock,7.0,,,,,2025-06-22,2025-07-04,76.0
,,,,,,cheap_books.csv,The Drowning Girls,Add a comment,Three,35.67,In stock,7.0,,,,,2025-02-20,2025-02-26,51.0
,,,,,,cheap_books.csv,The Constant Princess (The Tudor Court #1),Historical Fiction,Three,16.62,In stock,7.0,,,,,2025-06-30,2025-07-08,67.0
,,,,,,cheap_books.csv,The Bourne Identity (Jason Bourne #1),Fiction,Four,42.78,In stock,7.0,,,,,2025-04-24,2025-05-07,92.0
,,,,,,cheap_books.csv,The Art Book,Art,Two,32.34,In stock,7.0,,,,,2025-10-02,2025-10-26,98.0
,,,,,,cheap_books.csv,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Default,Four,33.17,In stock,7.0,,,,,2025-08-19,2025-09-12,28.0
,,,,,,cheap_books.csv,Team of Rivals: The Political Genius of Abraham Lincoln,Add a comment,Five,20.12,In stock,7.0,,,,,2024-10-15,2024-10-29,83.0
,,,,,,cheap_books.csv,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Default,Two,20.9,In stock,7.0,,,,,2025-03-26,2025-04-21,1.0
,,,,,,cheap_books.csv,Sister Dear,Fiction,Four,40.2,In stock,7.0,,,,,2025-02-25,2025-03-13,71.0
,,,,,,cheap_books.csv,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Childrens,Three,52.87,In stock,7.0,,,,,2025-08-17,2025-09-01,52.0
,,,,,,cheap_books.csv,Raymie Nightingale,Childrens,Two,34.41,In stock,7.0,,,,,2025-04-09,2025-04-11,89.0
,,,,,,cheap_books.csv,Playing from the Heart,Childrens,One,32.38,In stock,7.0,,,,,2025-08-20,2025-09-04,80.0
,,,,,,cheap_books.csv,Meternity,Womens Fiction,Three,43.58,In stock,7.0,,,,,2025-05-01,2025-05-28,79.0
